customer_id,name,email,signup_date,city,state,total_spent,order_count
901,Maanav Natarajan,riasrinivas@example.org,2026-01-28,Mangaluru,Karnataka,0.0,2
902,Ayaan Om,yreddy@example.com,2026-02-03,Shimla,Himachal Pradesh,73450.32,1
903,Urishilla Ravi,bhavini95@example.net,2026-01-26,Indore,Madhya Pradesh,0.0,0
904,Bhavna Dasgupta,chakradevprasad@example.net,2026-02-14,Vasco Da Gama,Goa,0.0,0
905,Samarth Swaminathan,oeshichaudhuri@example.org,2026-02-07,Guntur,Andhra Pradesh,0.0,2
906,Osha Mukhopadhyay,nicholasgill@example.org,2026-02-13,Bhagalpur,Bihar,21946.97,1
907,Kala Iyer,umenon@example.com,2026-02-08,Visakhapatnam,Andhra Pradesh,25261.62,1
908,Luke Prabhu,thomasupadhyay@example.com,2026-02-19,Mokokchung,Nagaland,164433.98,1
909,Unnati Mani,ojassarkar@example.net,2026-01-24,Saiha,Mizoram,44963.17,1
910,Tanvi Guha,zansiravi@example.com,2026-02-03,Rourkela,Odisha,75707.66,1
911,Sanaya Sastry,praneel23@example.com,2026-02-10,Gurugram,Haryana,221898.42,1
912,Fitan Kumer,urvisandal@example.com,2026-01-24,Pune,Maharashtra,0.0,1
913,Aadhya Buch,qkoshy@example.com,2026-02-06,Vadodara,Gujarat,0.0,0
914,Jyoti Konda,bhavna56@example.org,2026-02-18,Haridwar,Uttarakhand,0.0,0
915,Vrinda Pall,ychahal@example.com,2026-02-14,Vijayawada,Andhra Pradesh,528032.08,1
916,Suhani Dani,jagatbhalla@example.org,2026-01-27,Panipat,Haryana,484715.88,2
917,Ishani Kala,yatanchar@example.com,2026-02-14,Nizamabad,Telangana,0.0,0
918,Ubika Mane,kumarosha@example.com,2026-01-30,Kanpur,Uttar Pradesh,40870.53,1
919,Brinda Loke,abdulsalvi@example.com,2026-01-29,Rourkela,Odisha,0.0,0
920,Darsh Dugar,chakrikakonda@example.com,2026-02-08,Panipat,Haryana,0.0,0
921,Madhavi Koshy,charan44@example.org,2026-02-08,Udaipur,Rajasthan,0.0,0
922,Chaaya Modi,dparikh@example.org,2026-01-29,Margao,Goa,140304.15,1
923,Balvan Mandal,tanveer00@example.com,2026-01-25,Surat,Gujarat,124370.53,1
924,Aditya Sachdeva,ishaan61@example.net,2026-02-17,Bhopal,Madhya Pradesh,380218.64,1
925,Aarav Hayer,luthrashaurya@example.com,2026-02-07,Rourkela,Odisha,0.0,0
926,Akshay Tandon,dewanria@example.com,2026-02-05,Silchar,Assam,358092.6,1
927,Radha Agrawal,biswasshivansh@example.org,2026-02-17,Guntur,Andhra Pradesh,0.0,0
928,Faris Krish,bahlpanini@example.net,2026-02-07,Panipat,Haryana,0.0,0
929,Hema Pai,nkarnik@example.org,2026-01-26,Shillong,Meghalaya,368369.19,2
930,Aadi Butala,beraanya@example.org,2026-01-25,Aizawl,Mizoram,0.0,0
931,Akshay Kaul,pillayekapad@example.net,2026-02-19,Saiha,Mizoram,499156.35,1
932,Falan Mane,ipandit@example.com,2026-02-08,Mangaluru,Karnataka,0.0,0
933,Alexander Setty,paiekbal@example.com,2026-02-16,Bhubaneswar,Odisha,0.0,0
934,Ranveer Mander,tarak76@example.net,2026-02-11,Kohima,Nagaland,0.0,0
935,Jyoti Nayak,andrewchawla@example.com,2026-02-14,Dharmanagar,Tripura,216682.17,1
936,Anita Aurora,gmall@example.net,2026-02-01,Margao,Goa,0.0,0
937,Aarnav Sarraf,raggarwal@example.com,2026-02-17,Shillong,Meghalaya,0.0,0
938,Shaurya Kanda,cjohal@example.org,2026-02-09,Patna,Bihar,0.0,0
939,Aryan Rai,blalla@example.com,2026-01-23,Bilaspur,Chhattisgarh,100044.21,1
940,Leela Lanka,ishwar16@example.com,2026-02-19,Ranchi,Jharkhand,0.0,0
941,Chakrika Pant,patrick01@example.com,2026-02-13,Panipat,Haryana,0.0,0
942,Liam Mistry,qabilmander@example.org,2026-02-01,Gangtok,Sikkim,0.0,0
943,Rachit Jaggi,aarnamemon@example.org,2026-02-06,Jaipur,Rajasthan,146908.83,1
944,Inaya Venkatesh,bakhshi38@example.net,2026-02-13,Bhilai,Chhattisgarh,0.0,0
945,Pooja Wagle,hemadevi@example.org,2026-02-06,Kolkata,West Bengal,0.0,0
946,Daksha Edwin,aradhananair@example.net,2026-02-08,Jamshedpur,Jharkhand,240684.82,2
947,Jagdish Jayaraman,charvi54@example.org,2026-02-05,Jaipur,Rajasthan,624067.42,2
948,Dalbir Chaudhari,vdasgupta@example.net,2026-01-28,Cuttack,Odisha,0.0,0
949,Harshil Gola,kiaan57@example.org,2026-02-17,Gaya,Bihar,77099.6,1
950,Bahadurjit Devan,beraanay@example.org,2026-02-17,Aizawl,Mizoram,0.0,0
951,Nidhi Dhaliwal,hiral28@example.org,2026-02-08,Guwahati,Assam,0.0,0
952,Tejas Ramachandran,warriorchandani@example.org,2026-02-10,Bhilai,Chhattisgarh,166931.49,2
953,Guneet Mody,qcontractor@example.net,2026-02-14,Kanpur,Uttar Pradesh,0.0,1
954,Owen Mohan,chaudharytejas@example.com,2026-02-19,Kochi,Kerala,0.0,0
955,Damyanti Natarajan,ramanathanwridesh@example.com,2026-01-30,Howrah,West Bengal,0.0,0
956,Yauvani Kohli,wriddhish44@example.net,2026-02-07,Ludhiana,Punjab,108513.11,1
957,Benjamin Deep,xnaik@example.net,2026-02-11,Naharlagun,Arunachal Pradesh,0.0,0
958,Vansha Tata,lalldayamai@example.org,2026-02-09,Jaipur,Rajasthan,588615.4,2
959,George Kar,arorayoshita@example.com,2026-01-24,Margao,Goa,152752.05,1
960,Zilmil Dua,xhayre@example.net,2026-02-07,Bilaspur,Chhattisgarh,0.0,0
961,Falguni Prabhakar,eramanathan@example.org,2026-01-31,Amritsar,Punjab,0.0,0
962,Shivani Loyal,bhavinichowdhury@example.org,2026-02-02,Ranchi,Jharkhand,151580.65,1
963,Oni Mitra,ria65@example.org,2026-01-23,Dharamshala,Himachal Pradesh,0.0,0
964,Fiyaz Shah,gautamigarde@example.net,2026-02-01,Kanpur,Uttar Pradesh,192999.8,1
965,Siddharth Narula,peribaghyawati@example.com,2026-02-15,Patna,Bihar,0.0,0
966,Robert Dhingra,karangauri@example.org,2026-02-08,Pune,Maharashtra,74652.41,1
967,Gautami Gole,senguptazinal@example.com,2026-02-08,Guntur,Andhra Pradesh,423111.4,1
968,Aditya Dara,badaldiya@example.com,2026-02-04,Tura,Meghalaya,41193.84,1
969,Harinakshi Wadhwa,jnath@example.com,2026-02-17,Rourkela,Odisha,215886.24,2
970,Yochana Rattan,vmaharaj@example.net,2026-02-06,Thiruvananthapuram,Kerala,0.0,0
971,Yutika Kothari,tagarwal@example.org,2026-01-24,Lucknow,Uttar Pradesh,0.0,0
972,Jagrati Natarajan,lavanyadeol@example.org,2026-02-18,Faridabad,Haryana,61657.71,1
973,Jagdish Chokshi,bhavikaganesan@example.org,2026-02-09,Ahmedabad,Gujarat,0.0,0
974,Bhavani Ratti,mkrishnan@example.net,2026-01-23,Chennai,Tamil Nadu,0.0,0
975,Ryan Singhal,tripathijanuja@example.net,2026-02-06,Gangtok,Sikkim,0.0,0
976,Falguni Sachar,raksharam@example.org,2026-01-25,Jaipur,Rajasthan,117801.46,1
977,Nathaniel Joshi,leela86@example.com,2026-02-14,Haldwani,Uttarakhand,258959.21,1
978,Abhimanyu Buch,randhawaubika@example.com,2026-01-27,Shillong,Meghalaya,0.0,0
979,Kevin Mannan,gaurika65@example.org,2026-02-06,Mokokchung,Nagaland,0.0,0
980,Falguni Sekhon,dalbir84@example.org,2026-01-30,Bilaspur,Chhattisgarh,0.0,0
981,Devika Peri,yashvimisra@example.net,2026-01-29,Mumbai,Maharashtra,0.0,0
982,Bahadurjit Saini,rehaanbhavsar@example.net,2026-02-11,Haldwani,Uttarakhand,0.0,0
983,Osha Misra,gardeinaya@example.net,2026-02-08,Madurai,Tamil Nadu,0.0,0
984,Yashasvi Seshadri,kai97@example.org,2026-02-15,Chennai,Tamil Nadu,199427.99,1
985,Chakradhar Char,jpatel@example.com,2026-02-13,Nizamabad,Telangana,174571.53,1
986,Anamika Yogi,anthony54@example.net,2026-01-23,Ranchi,Jharkhand,32627.28,1
987,Bhavani Thaker,gaurangidhawan@example.com,2026-01-24,Ludhiana,Punjab,0.0,0
988,Bhavini Luthra,zgoyal@example.com,2026-01-28,Dimapur,Nagaland,0.0,0
989,Harinakshi Pandit,brinda18@example.com,2026-02-11,Agartala,Tripura,175573.6,1
990,Faras Khosla,sawhneychaaya@example.org,2026-02-13,Dhanbad,Jharkhand,0.0,0
991,Luke Singhal,farhanbose@example.com,2026-02-08,Jamshedpur,Jharkhand,0.0,0
992,Siya Chanda,jagrati41@example.net,2026-02-03,Rourkela,Odisha,0.0,0
993,Leena Gokhale,tanish30@example.net,2026-02-17,Shillong,Meghalaya,598245.09,2
994,Triveni Luthra,gollafaras@example.com,2026-02-02,Nizamabad,Telangana,937287.32,3
995,Yatin Bera,bhatteta@example.org,2026-02-19,Bilaspur,Chhattisgarh,0.0,0
996,Viraj Nayak,qchandra@example.org,2026-02-17,Saiha,Mizoram,0.0,0
997,Rishi Goel,dyalanita@example.org,2026-02-12,Bengaluru,Karnataka,0.0,0
998,Harrison Oak,sandhukaran@example.net,2026-01-23,Kochi,Kerala,341488.99,1
999,Xalak Oak,mrege@example.org,2026-02-11,Patna,Bihar,282170.16,2
1000,Advay Batra,arinpandit@example.com,2026-01-28,Panipat,Haryana,215304.95,1
1001,Rushil Bera,danieldara@example.com,2026-02-10,Panaji,Goa,339323.27,2
1002,Nathan Arora,yatan17@example.org,2026-01-30,Dimapur,Nagaland,0.0,0
1003,Unnati Saraf,virajvarma@example.net,2026-02-11,Gurugram,Haryana,0.0,1
1004,Dipta Nori,swaminathanjanya@example.com,2026-02-05,Faridabad,Haryana,13272.95,1
1005,Azaan Das,nnarasimhan@example.net,2026-02-12,Silchar,Assam,21263.8,1
1006,Benjamin Tailor,abhirambhargava@example.org,2026-01-30,Pune,Maharashtra,0.0,0
1007,Arya Badami,mdar@example.net,2026-01-31,Gaya,Bihar,90773.94,2
1008,Nathaniel Vasa,mvarghese@example.org,2026-01-25,Jamshedpur,Jharkhand,0.0,0
1009,Yoshita Pant,madhavdubey@example.org,2026-01-31,Silchar,Assam,290815.1,2
1010,Gautami Padmanabhan,norimaanav@example.org,2026-02-01,Gaya,Bihar,0.0,0
1011,Joshua Batra,indali26@example.net,2026-02-10,Udaipur,Tripura,0.0,0
1012,Warhi Chadha,onarayanan@example.com,2026-01-29,Bhilai,Chhattisgarh,0.0,0
1013,Nitesh Bahri,dhruvsami@example.com,2026-02-14,Udaipur,Tripura,0.0,0
1014,Vihaan Sinha,karpejackson@example.net,2026-02-02,Pasighat,Arunachal Pradesh,0.0,0
1015,Yashica Dyal,raghavbhandari@example.net,2026-02-02,Guwahati,Assam,0.0,0
1016,Vedika Choudhry,abdulchanda@example.com,2026-01-28,Surat,Gujarat,0.0,0
1017,Ronith Setty,dubeyyutika@example.com,2026-02-03,Itanagar,Arunachal Pradesh,0.0,0
1018,Jagvi Venkatesh,krishnanubika@example.org,2026-02-07,Nizamabad,Telangana,269658.33,2
1019,Edhitha Gala,bumbbhavani@example.org,2026-02-09,Gurugram,Haryana,0.0,0
1020,Bhavani Garde,janani09@example.org,2026-02-10,Tura,Meghalaya,0.0,0
1021,Pallavi Bhat,miteshprabhakar@example.net,2026-02-13,Thiruvananthapuram,Kerala,0.0,0
1022,Omisha Lal,arya06@example.com,2026-02-12,Coimbatore,Tamil Nadu,0.0,0
1023,Avni Cheema,gopal24@example.org,2026-02-09,Mokokchung,Nagaland,7588.82,1
1024,Kamya Chauhan,matthewpalla@example.com,2026-01-23,Haldwani,Uttarakhand,0.0,0
1025,Vasatika Bajwa,meghanabutala@example.org,2026-02-09,Solan,Himachal Pradesh,293421.45,1
1026,Chakrika Bakshi,ghoshnitesh@example.org,2026-02-18,Bhagalpur,Bihar,0.0,1
1027,Nitesh Shenoy,ochawla@example.com,2026-02-05,Shimla,Himachal Pradesh,0.0,0
1028,Balhaar Kala,swaminathanekaraj@example.net,2026-01-27,Lunglei,Mizoram,0.0,0
1029,Vedika Kakar,nitaradeshpande@example.org,2026-02-10,Dimapur,Nagaland,0.0,0
1030,Umang Dutta,alexander27@example.org,2026-01-23,Shimla,Himachal Pradesh,355110.04,1
1031,Liam Prabhu,savantvincent@example.net,2026-02-04,Madurai,Tamil Nadu,422755.27,1
1032,Radhika Bhat,enadkarni@example.org,2026-02-01,Vijayawada,Andhra Pradesh,408504.63,1
1033,Teerth Sastry,ria25@example.org,2026-02-07,Dharmanagar,Tripura,0.0,0
1034,Siya Chada,umodi@example.org,2026-01-30,Mysuru,Karnataka,0.0,0
1035,Oscar Dyal,fsuri@example.org,2026-01-27,Amritsar,Punjab,0.0,0
1036,Yachana Bhatia,shivanikaran@example.com,2026-01-28,Panaji,Goa,0.0,0
1037,David Goswami,chackoanusha@example.com,2026-01-23,Kolkata,West Bengal,144486.72,1
1038,Kamala Mitra,dyalaayush@example.net,2026-02-16,Kozhikode,Kerala,91073.83,2
1039,Shivani Dalal,odey@example.com,2026-01-25,Jabalpur,Madhya Pradesh,80867.45,1
1040,Chaitaly Radhakrishnan,bariasaumya@example.org,2026-02-02,Surat,Gujarat,0.0,0
1041,Priya Bhatti,amritabaria@example.org,2026-02-15,Vadodara,Gujarat,0.0,0
1042,Baljiwan Narula,ethan28@example.com,2026-02-18,Tura,Meghalaya,0.0,0
1043,Ekantika Setty,daksha13@example.org,2026-02-14,Aizawl,Mizoram,0.0,0
1044,Yashawini Varty,waida70@example.org,2026-02-14,Itanagar,Arunachal Pradesh,263030.84,2
1045,Rachita Natarajan,smangat@example.net,2026-01-23,Thiruvananthapuram,Kerala,0.0,0
1046,Chakradev Garde,anmol17@example.org,2026-01-25,Hyderabad,Telangana,0.0,0
1047,Udant Sinha,nsom@example.com,2026-02-18,Agartala,Tripura,7656.0,1
1048,Jasmit Varty,ekalita@example.net,2026-01-24,Rourkela,Odisha,552939.44,2
1049,Avni Dua,ishanibalay@example.net,2026-01-30,Cuttack,Odisha,0.0,0
1050,Vasudha Wadhwa,tamannawarrior@example.net,2026-02-16,Rourkela,Odisha,18912.97,1
1051,Peter Ravel,sethsiddharth@example.com,2026-02-12,Jamshedpur,Jharkhand,217939.43,2
1052,Lopa Dhillon,ryanchaudhuri@example.com,2026-01-23,Vasco Da Gama,Goa,0.0,0
1053,Pavani Sood,ahujatanveer@example.org,2026-02-04,Kohima,Nagaland,0.0,0
1054,Viraj Rege,sahajack@example.org,2026-02-07,Udaipur,Rajasthan,3831.3,1
1055,Geetika Randhawa,farhantailor@example.org,2026-01-24,Kolkata,West Bengal,329285.09,1
1056,Matthew Suresh,triveni11@example.com,2026-02-06,Rourkela,Odisha,0.0,0
1057,Krishna Ahluwalia,vkalla@example.org,2026-01-22,Patna,Bihar,0.0,0
1058,Ayaan Chahal,dayitaviswanathan@example.com,2026-01-28,Imphal,Manipur,0.0,0
1059,Lila Muni,yastibava@example.com,2026-02-09,Gurugram,Haryana,0.0,0
1060,Riya Taneja,ethan76@example.org,2026-02-05,Madurai,Tamil Nadu,0.0,0
1061,Omya Balay,sneha24@example.org,2026-02-12,Imphal,Manipur,0.0,0
1062,Upasna Patil,rehaan53@example.org,2026-01-29,Rourkela,Odisha,740832.37,2
1063,Harini Tata,udarshbuch@example.net,2026-02-04,Kanpur,Uttar Pradesh,432934.06,3
1064,Fiyaz Chana,rattiisaac@example.org,2026-01-23,Nizamabad,Telangana,0.0,0
1065,Reva Sengupta,ckibe@example.org,2026-01-30,Raipur,Chhattisgarh,0.0,1
1066,Chatresh Pai,oviyasharaf@example.org,2026-01-29,Imphal,Manipur,407886.49,2
1067,Jai Radhakrishnan,ikshita21@example.com,2026-02-09,Ranchi,Jharkhand,0.0,0
1068,Tejas Kohli,rsawhney@example.com,2026-02-19,Dibrugarh,Assam,0.0,0
1069,Theodore Buch,wasonvasudha@example.com,2026-02-19,Namchi,Sikkim,0.0,0
1070,Kevin Nayar,ayushgupta@example.com,2026-02-17,Jowai,Meghalaya,148284.59,2
1071,Bina Sehgal,jainchakradev@example.com,2026-02-04,Dharamshala,Himachal Pradesh,0.0,0
1072,Indali Kade,bhattacharyyaira@example.com,2026-01-23,Thiruvananthapuram,Kerala,0.0,0
1073,Vanya Borde,farasarya@example.com,2026-02-10,Tura,Meghalaya,35666.97,1
1074,Divya Kanda,vedant26@example.com,2026-02-19,Dharamshala,Himachal Pradesh,0.0,0
1075,George Panchal,abhiram71@example.net,2026-01-27,Bhagalpur,Bihar,0.0,0
1076,Anusha Handa,aarnav43@example.net,2026-02-14,Chennai,Tamil Nadu,118729.72,1
1077,Nidhi Menon,rachit64@example.com,2026-01-22,Jodhpur,Rajasthan,0.0,0
1078,Edhitha Purohit,rsibal@example.net,2026-01-26,Gaya,Bihar,0.0,0
1079,Ridhi Warrior,pmurty@example.net,2026-02-11,Bengaluru,Karnataka,0.0,0
1080,Jeet Sama,udant03@example.com,2026-02-15,Raipur,Chhattisgarh,162209.45,1
1081,Chandran Dani,ojasvi51@example.com,2026-01-29,Agartala,Tripura,0.0,0
1082,Jeet Kant,dugalgeetika@example.org,2026-02-13,Bhagalpur,Bihar,0.0,0
1083,Daksha Choudhury,jonathan08@example.org,2026-02-17,Tura,Meghalaya,0.0,0
1084,Varsha Gola,suraharita@example.org,2026-01-25,Raipur,Chhattisgarh,0.0,0
1085,Girik Subramaniam,hray@example.org,2026-01-27,Shillong,Meghalaya,201101.22,2
1086,Shravya Reddy,prabhakarfarhan@example.com,2026-02-10,Raipur,Chhattisgarh,58015.64,1
1087,Frado Sampath,mitesh43@example.com,2026-01-29,Kozhikode,Kerala,0.0,0
1088,Vasana Mangal,wborra@example.net,2026-02-18,Saiha,Mizoram,0.0,0
1089,Ojasvi Sharma,karnikaditya@example.com,2026-02-10,Jodhpur,Rajasthan,0.0,0
1090,Arya Babu,virkindrajit@example.net,2026-01-30,Silchar,Assam,372444.87,1
1091,Rehaan Tata,aadhya09@example.org,2026-02-13,Jaipur,Rajasthan,0.0,0
1092,Jeremiah Tella,anvi05@example.org,2026-02-05,Jowai,Meghalaya,0.0,0
1093,Isaac Dube,sraghavan@example.com,2026-02-05,Cuttack,Odisha,0.0,0
1094,Diya Tailor,charanpadmanabhan@example.org,2026-02-08,Vadodara,Gujarat,327845.9,1
1095,Jeevika Chandra,narainmadhav@example.net,2026-02-17,Ranchi,Jharkhand,0.0,0
1096,Bimala Garde,wrideshdeshpande@example.org,2026-02-19,Hyderabad,Telangana,0.0,0
1097,Aarini Sahni,senguptaaarush@example.com,2026-02-16,Jabalpur,Madhya Pradesh,0.0,1
1098,Nandini Naidu,dixitojasvi@example.org,2026-02-02,Kozhikode,Kerala,247647.22,1
1099,Nathaniel Doshi,radhikamishra@example.org,2026-01-24,Mumbai,Maharashtra,0.0,0
1100,Yashica Tak,bahadurjitpanchal@example.com,2026-02-03,Namchi,Sikkim,0.0,0
1101,Bimala Sami,jairaj37@example.com,2026-01-28,Ludhiana,Punjab,0.0,0
1102,Yochana Karan,oviya76@example.com,2026-01-26,Itanagar,Arunachal Pradesh,0.0,0
1103,Eiravati Mohanty,baradnaveen@example.com,2026-02-08,Hyderabad,Telangana,151654.83,2
1104,Indali Dalal,qpatel@example.com,2026-02-14,Madurai,Tamil Nadu,0.0,0
1105,Wahab Jha,psavant@example.org,2026-02-10,Patna,Bihar,31770.85,1
1106,Yashawini Khare,roynachiket@example.com,2026-02-12,Kolkata,West Bengal,297034.24,2
1107,Jack Deshmukh,ansh38@example.com,2026-02-02,Noida,Uttar Pradesh,0.0,1
1108,Zayan Rattan,cpandit@example.net,2026-01-31,Gurugram,Haryana,536836.8,2
1109,Vincent Agarwal,varshasrivastava@example.net,2026-01-23,Jalandhar,Punjab,0.0,0
1110,Upadhriti Mani,zmuni@example.net,2026-02-16,Surat,Gujarat,11230.56,1
1111,Aashi Bath,triyasaha@example.net,2026-02-08,Rourkela,Odisha,0.0,0
1112,Mitesh Gola,isaiah26@example.net,2026-01-31,Ahmedabad,Gujarat,0.0,0
1113,Gaurangi Venkatesh,rachit15@example.net,2026-02-18,Imphal,Manipur,0.0,0
1114,Yochana Nagy,xsachdev@example.net,2026-02-16,Tura,Meghalaya,180123.76,1
1115,Zarna Dayal,avi31@example.org,2026-02-14,Margao,Goa,0.0,0
1116,Ishaan Kanda,moditanvi@example.net,2026-02-08,Guwahati,Assam,0.0,0
1117,Janya Taneja,chaitanya17@example.net,2026-02-12,Vijayawada,Andhra Pradesh,0.0,0
1118,Reva Hayre,borahvarenya@example.com,2026-01-28,Dharmanagar,Tripura,374361.91,1
1119,Ayaan Thakkar,pratyushchada@example.com,2026-01-25,Dimapur,Nagaland,263977.7,1
1120,Pranit Mody,paumanan@example.org,2026-01-23,Mangaluru,Karnataka,0.0,0
1121,Tara Palla,eraghavan@example.org,2026-01-29,Mumbai,Maharashtra,0.0,0
1122,Baghyawati Dhawan,ayushman69@example.net,2026-02-15,Lucknow,Uttar Pradesh,0.0,1
1123,Jagrati Apte,ngokhale@example.com,2026-01-27,Bilaspur,Chhattisgarh,0.0,0
1124,Ekansh Sibal,fsridhar@example.org,2026-01-29,Mysuru,Karnataka,0.0,0
1125,Champak Mutti,hchoudhury@example.org,2026-02-13,Durgapur,West Bengal,314592.08,2
1126,Jagdish Vasa,tamanna30@example.org,2026-02-07,Bengaluru,Karnataka,226191.62,1
1127,Bina Pandey,uwalla@example.net,2026-01-29,Dharamshala,Himachal Pradesh,0.0,0
1128,Xiti Rattan,jairaj17@example.net,2026-02-01,Saiha,Mizoram,102548.79,1
1129,Gaurangi Srinivas,mallmahika@example.net,2026-02-14,Hyderabad,Telangana,0.0,0
1130,Kabir Puri,abhimanyumody@example.org,2026-01-25,Jalandhar,Punjab,0.0,0
1131,Xiti Suresh,gsandal@example.org,2026-02-17,Imphal,Manipur,162232.48,1
1132,Chandresh Banik,tanveer14@example.org,2026-02-12,Howrah,West Bengal,171936.95,1
1133,Jacob Agarwal,chokshibhavna@example.org,2026-02-09,Shillong,Meghalaya,297606.11,2
1134,George Singh,mitterhemani@example.net,2026-02-01,Pune,Maharashtra,0.0,0
1135,Omkaar Lal,jonathan61@example.com,2026-01-22,Gurugram,Haryana,0.0,0
1136,Indrajit Lall,vyanjana97@example.net,2026-01-23,Dharmanagar,Tripura,7386.64,1
1137,Logan Saini,hkari@example.net,2026-02-08,Bhubaneswar,Odisha,0.0,0
1138,Jason Vyas,pkohli@example.org,2026-01-23,Udaipur,Rajasthan,0.0,0
1139,Lila Madan,gnigam@example.net,2026-02-11,Namchi,Sikkim,0.0,0
1140,Tara Grover,nachiket56@example.com,2026-02-04,Jowai,Meghalaya,0.0,0
1141,Garima Loyal,qadim53@example.net,2026-02-12,Chennai,Tamil Nadu,109734.85,2
1142,Gautami Bora,hegdebimala@example.com,2026-02-17,Solan,Himachal Pradesh,0.0,0
1143,Charita Dave,goak@example.com,2026-01-23,Mysuru,Karnataka,0.0,0
1144,Jeet Patla,bhatekalinga@example.net,2026-01-22,Nagpur,Maharashtra,0.0,0
1145,Yadavi Comar,vrishti95@example.com,2026-02-06,Dehradun,Uttarakhand,0.0,0
1146,Dayita Nagi,lkumar@example.net,2026-01-28,Panipat,Haryana,0.0,0
1147,Ishita Johal,mohammedkannan@example.com,2026-02-17,Durgapur,West Bengal,0.0,0
1148,Yagnesh Rana,peterdeep@example.net,2026-02-06,Jaipur,Rajasthan,152662.77,2
1149,Tanish Mistry,balasubramanianchanakya@example.com,2026-01-25,Itanagar,Arunachal Pradesh,572433.91,2
1150,Lipika Baria,balaynandini@example.net,2026-02-14,Thiruvananthapuram,Kerala,206802.1,1
1151,Owen De,chatura67@example.org,2026-02-06,Agartala,Tripura,0.0,0
1152,Nirja Ravel,dprakash@example.net,2026-01-22,Warangal,Telangana,37353.14,1
1153,Girik Naik,boaseaarav@example.org,2026-02-04,Udaipur,Tripura,0.0,0
1154,Arjun Ganesh,aahanaseth@example.net,2026-02-18,Kolkata,West Bengal,0.0,0
1155,Finn Bhatti,nandini62@example.com,2026-01-22,Indore,Madhya Pradesh,480195.81,2
1156,Indira Salvi,bhasinnakul@example.org,2026-02-08,Surat,Gujarat,258885.62,1
1157,Tarak Kanda,zachariahfaris@example.org,2026-02-13,Jabalpur,Madhya Pradesh,0.0,1
1158,Ekantika Chowdhury,obahl@example.com,2026-01-30,Guntur,Andhra Pradesh,0.0,0
1159,Chaaya Rajagopalan,kalaowen@example.net,2026-02-14,Shillong,Meghalaya,0.0,0
1160,Sara Lall,gagan64@example.org,2026-02-05,Bhilai,Chhattisgarh,0.0,0
1161,Radha Subramaniam,widisha30@example.com,2026-02-07,Panaji,Goa,0.0,0
1162,Falan Acharya,venkateshguneet@example.com,2026-02-10,Gurugram,Haryana,0.0,0
1163,Deepa Nadig,mugdhaborde@example.net,2026-02-16,Chennai,Tamil Nadu,0.0,0
1164,Harsh Baria,jeevikahans@example.com,2026-01-22,Guntur,Andhra Pradesh,0.0,0
1165,Saanvi Nagar,ayaan03@example.com,2026-02-08,Saiha,Mizoram,0.0,0
1166,Charvi Nair,cmane@example.com,2026-02-11,Visakhapatnam,Andhra Pradesh,184695.24,1
1167,Sudiksha Naidu,isoman@example.com,2026-02-06,Vasco Da Gama,Goa,0.0,0
1168,Yuvraj Goyal,priyacontractor@example.org,2026-02-18,Visakhapatnam,Andhra Pradesh,0.0,0
1169,Ishani Bose,oscarchaudry@example.org,2026-01-30,Madurai,Tamil Nadu,0.0,0
1170,Harrison Chad,anirudhsaha@example.com,2026-02-04,Howrah,West Bengal,0.0,0
1171,Yachana Parikh,taralajita@example.com,2026-02-05,Solan,Himachal Pradesh,0.0,1
1172,Jairaj Naik,mtoor@example.org,2026-01-28,Bhopal,Madhya Pradesh,0.0,0
1173,Ranveer Jayaraman,krish99@example.com,2026-02-18,Namchi,Sikkim,100655.3,2
1174,Urvashi Baria,nikita26@example.net,2026-01-27,Rourkela,Odisha,0.0,0
1175,Chameli Natt,abeer18@example.net,2026-02-19,Aizawl,Mizoram,0.0,0
1176,Devika Hans,aarnapandya@example.org,2026-02-04,Coimbatore,Tamil Nadu,42790.14,1
1177,Ekansh Ghosh,robert76@example.org,2026-01-23,Dharamshala,Himachal Pradesh,0.0,0
1178,Saumya Koshy,ishwararora@example.net,2026-02-18,Ludhiana,Punjab,256676.11,1
1179,Tripti Parikh,bosepallavi@example.net,2026-02-02,Saiha,Mizoram,0.0,0
1180,Nathan Dara,siddharthpau@example.org,2026-02-08,Dharmanagar,Tripura,0.0,0
1181,Qasim Kale,darachampak@example.com,2026-02-15,Faridabad,Haryana,57824.7,1
1182,Jackson Kota,ivarughese@example.net,2026-02-18,Agartala,Tripura,0.0,0
1183,Zehaan Sha,vchoudhary@example.net,2026-01-25,Margao,Goa,0.0,0
1184,Brinda Gupta,uravel@example.com,2026-02-02,Panaji,Goa,260545.57,1
1185,Ronith Dubey,akshaypalla@example.com,2026-02-03,Jaipur,Rajasthan,0.0,0
1186,Darpan Sani,wgoel@example.org,2026-01-27,Gaya,Bihar,0.0,0
1187,Tanish Om,hparmar@example.net,2026-02-11,Silchar,Assam,0.0,0
1188,Diya Bhandari,alalla@example.net,2026-02-13,Bhagalpur,Bihar,95903.07,1
1189,Lohit Hegde,zgokhale@example.net,2026-02-15,Kohima,Nagaland,235926.77,2
1190,Pranit Sen,neel82@example.com,2026-02-14,Coimbatore,Tamil Nadu,0.0,0
1191,Siddharth Sundaram,chackoviraj@example.net,2026-02-02,Udaipur,Rajasthan,0.0,0
